Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.5610        -332.8177    -336.0605       3.2428   343.7
0.5615        -332.8246    -336.1020       3.2774   347.3
0.5620        -332.8308    -336.1214       3.2906   348.7
0.5625        -332.8364    -336.1180       3.2816   347.8
0.5630        -332.8411    -336.1036       3.2625   345.7
0.5635        -332.8462    -336.0996       3.2534   344.8
0.5640        -332.8521    -336.1229       3.2708   346.6
0.5645        -332.8594    -336.1779       3.3186   351.7
0.5650        -332.8681    -336.2502       3.3821   358.4
0.5655        -332.8770    -336.3096       3.4325   363.8
0.5660        -332.8850    -336.3268       3.4417   364.7
0.5665        -332.8918    -336.2878       3.3959   359.9
0.5670        -332.8975    -336.2010       3.3036   350.1
0.5675        -332.9029    -336.0923       3.1894   338.0
0.5680        -332.9085    -335.9897       3.0811   326.5
0.5685        -332.9146    -335.9145       2.9999   317.9
0.5690        -332.9207    -335.8749       2.9542   313.1
0.5695        -332.9270    -335.8691       2.9420   311.8
0.5700        -332.9338    -335.8851       2.9513   312.8
0.5705        -332.9395    -335.9030       2.9636   314.1
0.5710        -332.9453    -335.9062       2.9610   313.8
0.5715        -332.9503    -335.8792       2.9289   310.4
0.5720        -332.9534    -335.8152       2.8617   303.3
0.5725        -332.9551    -335.7266       2.7715   293.7
0.5730        -332.9563    -335.6410       2.6847   284.5
0.5735        -332.9570    -335.5867       2.6297   278.7
0.5740        -332.9584    -335.5843       2.6259   278.3
0.5745        -332.9602    -335.6359       2.6757   283.6
0.5750        -332.9624    -335.7254       2.7630   292.8
0.5755        -332.9641    -335.8241       2.8600   303.1
0.5760        -332.9646    -335.9033       2.9387   311.4
0.5765        -332.9641    -335.9444       2.9803   315.8
0.5770        -332.9625    -335.9406       2.9780   315.6
0.5775        -332.9597    -335.8974       2.9377   311.3
0.5780        -332.9563    -335.8322       2.8758   304.8
0.5785        -332.9530    -335.7651       2.8121   298.0
0.5790        -332.9491    -335.7135       2.7644   293.0
0.5795        -332.9455    -335.6918       2.7463   291.0
0.5800        -332.9419    -335.7046       2.7627   292.8
0.5805        -332.9381    -335.7471       2.8090   297.7
0.5810        -332.9346    -335.8050       2.8704   304.2
0.5815        -332.9296    -335.8579       2.9283   310.3
0.5820        -332.9233    -335.8955       2.9722   315.0
0.5825        -332.9161    -335.9211       3.0050   318.5
0.5830        -332.9082    -335.9473       3.0391   322.1
0.5835        -332.9003    -335.9919       3.0916   327.6
0.5840        -332.8929    -336.0685       3.1756   336.5
0.5845        -332.8864    -336.1757       3.2894   348.6
0.5850        -332.8803    -336.2935       3.4132   361.7
0.5855        -332.8743    -336.3905       3.5161   372.6
0.5860        -332.8672    -336.4369       3.5697   378.3
0.5865        -332.8591    -336.4201       3.5610   377.4
0.5870        -332.8504    -336.3474       3.4970   370.6
0.5875        -332.8423    -336.2407       3.3984   360.2
0.5880        -332.8353    -336.1233       3.2880   348.4
0.5885        -332.8285    -336.0107       3.1822   337.2
0.5890        -332.8224    -335.9147       3.0924   327.7
0.5895        -332.8167    -335.8399       3.0232   320.4
0.5900        -332.8111    -335.7816       2.9705   314.8
0.5905        -332.8058    -335.7291       2.9233   309.8
0.5910        -332.7994    -335.6699       2.8706   304.2
0.5915        -332.7917    -335.6036       2.8119   298.0
0.5920        -332.7834    -335.5434       2.7599   292.5
0.5925        -332.7752    -335.5064       2.7312   289.4
0.5930        -332.7670    -335.5049       2.7379   290.2
0.5935        -332.7587    -335.5441       2.7853   295.2
0.5940        -332.7506    -335.6181       2.8675   303.9
0.5945        -332.7418    -335.7105       2.9688   314.6
0.5950        -332.7321    -335.8020       3.0698   325.3
0.5955        -332.7209    -335.8771       3.1562   334.5
0.5960        -332.7085    -335.9330       3.2245   341.7
0.5965        -332.6955    -335.9790       3.2835   348.0
0.5970        -332.6826    -336.0292       3.3466   354.7
0.5975        -332.6704    -336.0922       3.4217   362.6
0.5980        -332.6586    -336.1658       3.5072   371.7
0.5985        -332.6473    -336.2401       3.5927   380.7
0.5990        -332.6366    -336.2977       3.6611   388.0
0.5995        -332.6253    -336.3192       3.6939   391.5
0.6000        -332.6137    -336.2937       3.6799   390.0
0.6005        -332.6018    -336.2239       3.6221   383.9
0.6010        -332.5901    -336.1306       3.5406   375.2
0.6015        -332.5796    -336.0413       3.4618   366.9
0.6020        -332.5700    -335.9773       3.4073   361.1
0.6025        -332.5614    -335.9497       3.3883   359.1
0.6030        -332.5537    -335.9565       3.4028   360.6
0.6035        -332.5460    -335.9857       3.4397   364.5
0.6040        -332.5386    -336.0243       3.4857   369.4
0.6045        -332.5313    -336.0609       3.5296   374.1
0.6050        -332.5238    -336.0869       3.5631   377.6
0.6055        -332.5165    -336.0992       3.5827   379.7
0.6060        -332.5095    -336.0985       3.5890   380.4
0.6065        -332.5026    -336.0877       3.5851   379.9
0.6070        -332.4970    -336.0710       3.5741   378.8
0.6075        -332.4912    -336.0499       3.5587   377.1
0.6080        -332.4867    -336.0261       3.5394   375.1
0.6085        -332.4821    -335.9962       3.5141   372.4
0.6090        -332.4781    -335.9582       3.4801   368.8
0.6095        -332.4739    -335.9111       3.4372   364.3
0.6100        -332.4693    -335.8597       3.3904   359.3
0.6105        -332.4657    -335.8148       3.3492   354.9
0.6110        -332.4621    -335.7831       3.3211   352.0
0.6115        -332.4593    -335.7678       3.3085   350.6
0.6120        -332.4569    -335.7633       3.3064   350.4
0.6125        -332.4539    -335.7605       3.3066   350.4
0.6130        -332.4510    -335.7552       3.3042   350.2
0.6135        -332.4478    -335.7459       3.2981   349.5
0.6140        -332.4444    -335.7361       3.2917   348.8
0.6145        -332.4413    -335.7310       3.2897   348.6
0.6150        -332.4381    -335.7364       3.2983   349.5
0.6155        -332.4354    -335.7578       3.3224   352.1
0.6160        -332.4326    -335.7969       3.3643   356.5
0.6165        -332.4304    -335.8532       3.4228   362.7
0.6170        -332.4282    -335.9199       3.4917   370.0
0.6175        -332.4265    -335.9886       3.5621   377.5
0.6180        -332.4256    -336.0476       3.6220   383.8
0.6185        -332.4254    -336.0822       3.6568   387.5
0.6190        -332.4249    -336.0775       3.6526   387.1
0.6195        -332.4242    -336.0276       3.6034   381.9
0.6200        -332.4226    -335.9406       3.5180   372.8
0.6205        -332.4212    -335.8403       3.4190   362.3
0.6210        -332.4201    -335.7543       3.3343   353.4
0.6215        -332.4207    -335.7067       3.2860   348.2
0.6220        -332.4214    -335.7032       3.2818   347.8
0.6225        -332.4236    -335.7387       3.3151   351.3
0.6230        -332.4259    -335.7935       3.3676   356.9
0.6235        -332.4277    -335.8468       3.4191   362.4
0.6240        -332.4301    -335.8857       3.4556   366.2
0.6245        -332.4318    -335.9002       3.4684   367.6
0.6250        -332.4333    -335.8913       3.4579   366.5
0.6255        -332.4349    -335.8682       3.4334   363.9
0.6260        -332.4363    -335.8466       3.4103   361.4
0.6265        -332.4378    -335.8462       3.4084   361.2
0.6270        -332.4406    -335.8835       3.4428   364.9
0.6275        -332.4452    -335.9572       3.5120   372.2
0.6280        -332.4511    -336.0433       3.5921   380.7
0.6285        -332.4565    -336.1087       3.6522   387.1
0.6290        -332.4616    -336.1328       3.6712   389.1
0.6295        -332.4657    -336.1123       3.6466   386.5
0.6300        -332.4699    -336.0633       3.5934   380.8
0.6305        -332.4755    -336.0058       3.5302   374.1
0.6310        -332.4821    -335.9491       3.4670   367.4
0.6315        -332.4889    -335.8941       3.4052   360.9
0.6320        -332.4953    -335.8389       3.3436   354.3
0.6325        -332.5010    -335.7862       3.2853   348.2
0.6330        -332.5070    -335.7483       3.2413   343.5
0.6335        -332.5125    -335.7386       3.2261   341.9
0.6340        -332.5192    -335.7698       3.2506   344.5
0.6345        -332.5267    -335.8408       3.3141   351.2
0.6350        -332.5358    -335.9353       3.3995   360.3
0.6355        -332.5452    -336.0209       3.4757   368.3
0.6360        -332.5539    -336.0665       3.5127   372.3
0.6365        -332.5609    -336.0602       3.4993   370.8
0.6370        -332.5672    -336.0173       3.4502   365.6
0.6375        -332.5737    -335.9709       3.3972   360.0
0.6380        -332.5816    -335.9501       3.3685   357.0
0.6385        -332.5909    -335.9652       3.3743   357.6
0.6390        -332.6005    -336.0049       3.4045   360.8
0.6395        -332.6094    -336.0533       3.4439   365.0
0.6400        -332.6185    -336.1043       3.4857   369.4
0.6405        -332.6280    -336.1542       3.5262   373.7
0.6410        -332.6387    -336.1969       3.5582   377.1
0.6415        -332.6494    -336.2204       3.5710   378.4
0.6420        -332.6604    -336.2173       3.5569   376.9
0.6425        -332.6704    -336.1881       3.5177   372.8
0.6430        -332.6808    -336.1480       3.4673   367.5
0.6435        -332.6914    -336.1163       3.4249   363.0
0.6440        -332.7033    -336.1077       3.4044   360.8
0.6445        -332.7160    -336.1229       3.4069   361.1
0.6450        -332.7286    -336.1542       3.4257   363.0
0.6455        -332.7411    -336.1972       3.4561   366.3
0.6460        -332.7546    -336.2532       3.4986   370.8
0.6465        -332.7691    -336.3184       3.5493   376.1
0.6470        -332.7850    -336.3782       3.5932   380.8
0.6475        -332.8006    -336.4072       3.6066   382.2
0.6480        -332.8154    -336.3867       3.5713   378.5
0.6485        -332.8290    -336.3198       3.4907   369.9
0.6490        -332.8415    -336.2321       3.3906   359.3
0.6495        -332.8542    -336.1597       3.3055   350.3
0.6500        -332.8680    -336.1297       3.2617   345.7
0.6505        -332.8832    -336.1480       3.2647   346.0
0.6510        -332.8992    -336.1992       3.3000   349.7
0.6515        -332.9158    -336.2550       3.3392   353.9
0.6520        -332.9322    -336.2844       3.3522   355.3
0.6525        -332.9478    -336.2647       3.3169   351.5
0.6530        -332.9617    -336.1866       3.2249   341.8
0.6535        -332.9735    -336.0640       3.0905   327.5
0.6540        -332.9842    -335.9333       2.9491   312.5
0.6545        -332.9946    -335.8363       2.8418   301.2
0.6550        -333.0060    -335.8044       2.7984   296.6
0.6555        -333.0189    -335.8430       2.8241   299.3
0.6560        -333.0323    -335.9289       2.8965   307.0
0.6565        -333.0460    -336.0235       2.9775   315.5
0.6570        -333.0581    -336.0884       3.0303   321.1
0.6575        -333.0691    -336.1021       3.0330   321.4
0.6580        -333.0780    -336.0636       2.9857   316.4
0.6585        -333.0858    -335.9954       2.9096   308.4
0.6590        -333.0937    -335.9277       2.8340   300.3
0.6595        -333.1013    -335.8836       2.7823   294.9
0.6600        -333.1088    -335.8768       2.7680   293.3
0.6605        -333.1163    -335.9122       2.7959   296.3
0.6610        -333.1241    -335.9868       2.8627   303.4
0.6615        -333.1323    -336.0857       2.9534   313.0
0.6620        -333.1412    -336.1825       3.0413   322.3
0.6625        -333.1491    -336.2450       3.0959   328.1
0.6630        -333.1555    -336.2528       3.0973   328.2
0.6635        -333.1608    -336.2049       3.0440   322.6
0.6640        -333.1646    -336.1165       2.9519   312.8
0.6645        -333.1680    -336.0156       2.8477   301.8
0.6650        -333.1713    -335.9308       2.7595   292.4
0.6655        -333.1749    -335.8820       2.7071   286.9
0.6660        -333.1790    -335.8740       2.6951   285.6
0.6665        -333.1830    -335.8960       2.7130   287.5
0.6670        -333.1864    -335.9289       2.7425   290.6
0.6675        -333.1889    -335.9568       2.7679   293.3
0.6680        -333.1901    -335.9721       2.7820   294.8
0.6685        -333.1908    -335.9765       2.7857   295.2
0.6690        -333.1909    -335.9743       2.7834   295.0
0.6695        -333.1908    -335.9694       2.7786   294.5
0.6700        -333.1902    -335.9631       2.7729   293.9
0.6705        -333.1885    -335.9568       2.7683   293.4
0.6710        -333.1866    -335.9564       2.7698   293.5
